Director,Year,Title,Country,Length,Genre,Col
"Strand, Chick",1976,Elasticity,US,25,Short,Col
"Strand, Chick",1986,Fake Fruit Factory,US,22,Documentary-Short,---
"Straub, Jean-Marie",1965,Not Reconciled,West Germany,53,Drama,BW
"Straub, Jean-Marie",1968,"Chronicle of Anna Magdalena Bach, The",West Germany-Italy,94,Drama-Historical-Musical,BW
"Straub, Jean-Marie & Danièle Huillet",1968,"Bridegroom, the Comedienne and the Pimp, The",West Germany,23,Short-Drama-Romance,BW
"Straub, Jean-Marie & Danièle Huillet",1975,Moses and Aaron,West Germany-France,110,Musical-Drama-Religious,Col
"Straub, Jean-Marie & Danièle Huillet",1979,From the Clouds to the Resistance,Italy-West Germany-UK-France,104,Drama,Col
"Straub, Jean-Marie & Danièle Huillet",1981,"Too Early, Too Late",Germany,100,Avant-Garde,Col
"Straub, Jean-Marie & Danièle Huillet",1982,En rachachant,France,7,Short,BW
"Straub, Jean-Marie & Danièle Huillet",1983,Class Relations,West Germany-France,127,Drama,BW
"Straub, Jean-Marie & Danièle Huillet",1987,"Death of Empedocles, The",France-West Germany,132,Drama,Col
"Straub, Jean-Marie & Danièle Huillet",1988,Cezanne,France-West Germany,52,Documentary,---
"Straub, Jean-Marie & Danièle Huillet",1989,Black Sin/Schwarze Sünde,France,40,Short,Col
"Straub, Jean-Marie & Danièle Huillet",1992,Antigone,Germany-France,100,Drama,Col
"Straub, Jean-Marie & Danièle Huillet",1999,Sicilia!,Italy-France-Switzerland,76,Drama,BW
"Straub, Jean-Marie & Danièle Huillet",2001,"Operai, contadini",France-Italy,123,Documentary-Drama,Col
"Straub, Jean-Marie & Danièle Huillet",2004,"Visit to the Louvre, A",France-Germany-Italy,49,Documentary,Col
"Straub, Jean-Marie & Danièle Huillet",2006,Quei loro incontri,Italy-France,68,Drama,Col
"Straub, Jean-Marie & Danièle Huillet",2008,Itineraire de Jean Bricard,France,40,Documentary-Short,BW
"Straume, Unni",1994,Dreamplay/Dromspel,Norway-Sweden,90,Fantasy-Drama,BW
"Streisand, Barbra",1983,Yentl,US,134,Musical,Col
"Streisand, Barbra",1991,"Prince of Tides, The",US,132,Romance-Drama,Col
"Streitfeld, Susan",1996,Female Perversions,US-Germany,119,Drama,Col
"Strick, Joseph",1967,Ulysses,US,140,Drama,BW
"Strick, Joseph",1970,Tropic of Cancer,US,87,Drama-Biography,Col
"Stuart, Mel",1971,Willy Wonka & the Chocolate Factory,US,98,Musical-Fantasy-Family,Col
"Sturges, John",1955,Bad Day at Black Rock,US,81,Drama-Mystery-Thriller,Col
"Sturges, John",1957,Gunfight at the O.K. Corral,US,122,Western,Col
"Sturges, John",1958,"Law and Jake Wade, The",US,86,Western,Col
"Sturges, John",1959,Last Train from Gun Hill,US,94,Western,Col
"Sturges, John",1960,"Magnificent Seven, The",US,126,Western,Col
"Sturges, John",1963,"Great Escape, The",US,168,War-Prison-Adventure,Col
"Sturges, John",1965,"Satan Bug, The",US,114,Thriller-Science Fiction,Col
"Sturges, John",1968,Ice Station Zebra,US,148,Spy-Action-Drama,Col
"Sturges, John",1976,"Eagle Has Landed, The",US,123,War-Adventure-Drama,Col
"Sturges, John & Duilio Coletti",1973,Chino,Italy,98,Western,Col
"Sturges, Preston",1940,Christmas in July,US,67,Romance-Comedy,BW
"Sturges, Preston",1940,"Great McGinty, The",US,81,Political-Comedy,BW
"Sturges, Preston",1941,"Lady Eve, The",US,94,Romance-Comedy,BW
"Sturges, Preston",1941,Sullivan's Travels,US,91,Romance-Comedy,BW
"Sturges, Preston",1942,"Palm Beach Story, The",US,90,Romance-Comedy,BW
"Sturges, Preston",1944,Hail the Conquering Hero,US,101,Comedy,BW
"Sturges, Preston",1944,"Miracle of Morgan's Creek, The",US,99,Comedy,BW
"Sturges, Preston",1947,"Sin of Harold Diddlebock/Mad Wednesday, The",US,90,Comedy,BW
"Sturges, Preston",1948,Unfaithfully Yours ,US,105,Comedy,BW
"Suarez, Gonzalo",1988,Remando al viento/Rowing in the Wind,Spain,126,Drama-Romance,Col
"Subiela, Eliseo",1986,Man Facing Southeast,Argentina,108,Drama,Col
"Subiela, Eliseo",1992,"Dark Side of the Heart, The",Argentina-Canada,127,Romance-Drama-Comedy,Col
"Sucksdorff, Arne",1953,"Great Adventure, The",Sweden,73,Adventure,BW
"Sugie, Toshio",1955,Janken Musume,Japan,92,Comedy-Musical-Romance,Col
"Sugii, Gisaburo",1985,Night on the Galactic Railroad,Japan,113,Animated-Adventure-Drama,Col
"Sukhdev, S.",1968,India '67,India,57,Documentary,Col
"Suleiman, Elia",2002,Divine Intervention,France-Germany-Morocco-Netherlands-US,93,---,Col
"Sullivan, Kevin",1985,Anne of Green Gables ,Canada-West Germany-US,199,Drama-Family,Col
"Sullivan, Kevin Rodney",1998,How Stella Got Her Groove Back,US,124,---,Col
"Summers, Manuel",1963,Del rosa al amarillo,Spain,87,Comedy-Romance,BW
Sun Yu,1933,Daybreak/Tianmimg,China,116,Drama,BW
Sun Yu,1933,Little Toys/Xiao Wanyi,China,114,War-Drama,BW
Sun Yu,1934,"Highway, The/Dalu",China,104,War-Drama-Comedy,BW
Sung Tsu-Shou,1967,Po Xiao Shi Fen/Moment of Dawn,Taiwan,---,---,---
"Suo, Masayuki",1995,Shall We Dance?,Japan,112,Drama-Comedy,Col
"Suri, Sandnya",2005,I for India,Italy-Germany-Finland-South Africa-UK,---,---,Col-BW
"Sutherland, A. Edward",1926,It's the Old Army Game,US,70,Comedy,BW
"Sutherland, A. Edward",1933,Murders in the Zoo,US,62,Horror,BW
"Suwa, Nobuhiro",1999,M/Other,Japan,147,Drama,---
"Suzuki, Seijun",1960,Subete Ga Kurutteru,Japan,71,Drama,BW
"Suzuki, Seijun",1964,Gate of Flesh,Japan,90,Drama,Col
"Suzuki, Seijun",1966,Branded to Kill,Japan,91,Crime-Action,BW
"Suzuki, Seijun",1966,Fighting Elegy,Japan,86,Action-Comedy-Drama,BW
"Suzuki, Seijun",1966,Tokyo Drifter,Japan,83,Action,Col
"Suzuki, Seijun",1980,Zigeunerweisen,Japan,144,Horror-Mystery,Col
"Suzuki, Seijun",2001,Pistol Opera,Japan,112,Crime-Action-Drama,Col
"Svankmajer, Jan",1969,"Quiet Week in the House, A",Czechoslovakia,20,Animated-Short,Col-BW
"Svankmajer, Jan",1972,Leonarduv denik,Czechoslovakia-Italy,14,Animated-Short,BW
"Svankmajer, Jan",1982,Dimensions of Dialogue,Czechoslovakia,12,Animated-Short,Col
"Svankmajer, Jan",1988,Alice ,Czechoslovakia-Switzerland-UK-West Germany,86,Fantasy-Animated,Col
"Svankmajer, Jan",1988,"Male Game, The",Czechoslovakia,17,Animated-Short-Sport,Col
"Svankmajer, Jan",1996,Conspirators of Pleasure/Spiklenci slasti,Czech Republic-Switzerland-UK,75,Comedy-Animated,Col
"Svankmajer, Jan",2000,Little Otik/Otesanek,Czech Republic-UK-Japan,131,Animated-Comedy-Drama,Col
"Sverak, Jan",1996,Kolya,Czech Republic-UK-France,110,Drama,Col
"Sverak, Jan",2001,Dark Blue World,Czech Republic-UK-Germany-Denmark-Italy,112,---,Col
"Swackhamer, E.W.",1977,"Amazing Spider-Man, The ",US,92,Action-Crime-Fantasy,Col
"Swaim, Bob",1982,"Balance, La",France,102,Crime,Col
"Swanbeck, John",1999,"Big Kahuna, The",US,90,---,Col
"Swanberg, Joe",2006,Hannah Takes the Stairs,US,83,Drama,Col
"Swaroop, Jyoti",1968,Padosan,India,157,Drama-Musical-Romance,Col
"Swickard, Charles",1916,Hell's Hinges,US,64,Western,BW
"Swift, David",1961,"Parent Trap, The ",US,124,Drama-Comedy-Family,Col
"Swimmer, Saul",1972,Concert for Bangladesh,US,99,Documentary-Musical,Col
"Syberberg, Hans-Jürgen",1972,Ludwig - Requiem for a Virgin King,West Germany,140,Drama,Col
"Syberberg, Hans-Jürgen",1974,Karl May,West Germany,187,Biography-Drama-Historical,Col
"Syberberg, Hans-Jürgen",1977,Hitler: A Film from Germany,West Germany,420,Drama-Avant Garde,Col
"Syberberg, Hans-Jürgen",1982,Parsifal,West Germany,255,Drama-Musical,Col
"Sykes, Peter",1971,Demons of the Mind,UK,89,Drama,Col
"Szabó, István",1966,Father/Apa,Hungary,89,Adventure-Drama-War,BW
"Szabó, István",1973,25 Fireman's Street,Hungary,97,---,Col
"Szabó, István",1981,Mephisto,Hungary,135,War-Drama,Col
"Szabó, István",1992,"Sweet Emma, Dear Bobe",Hungary,81,Drama,Col
"Szabó, István",2004,Being Julia,Canada-UK-Hungary-US,103,Drama-Comedy,Col
"Szomjas, Gyorgy",1992,Junk Movie,Hungary,89,Comedy,Col
"Szwarc, Jeannot",1980,Somewhere in Time,US,103,Romance-Fantasy-Drama,Col
"Szwarc, Jeannot",1984,Supergirl,UK,114,Fantasy-Adventure-Action,Col
"Tacchella, Jean Charles",1975,"Cousin, Cousine",France,95,Comedy,Col
"Taghvai, Naser",1973,Aramesh dar Hozur Deegaran,Iran,86,---,BW
"Taghvai, Naser",1987,Nakhoda Khorshid,Iran,117,---,Col
"Tahimik, Kidlat",1977,"Perfumed Nightmare, The",Philippines,93,Drama,Col
"Tait, Charles",1906,"Story of the Kelly Gang, The",Australia,70,---,BW
"Takahata, Isao",1968,"Little Norse Prince, The",Japan,82,Animated-Fantasy-Family,Col
"Takahata, Isao",1988,Grave of the Fireflies,Japan,93,Animated-War-Drama,Col
"Takahata, Isao",1991,Only Yesterday ,Japan,118,Animated-Drama-Romance,Col
"Takahata, Isao",1994,Pom Poko,Japan,119,Animated-Comedy-Drama,Col
"Talalay, Rachel",1995,Tank Girl,US,104,Science Fiction-Comedy-Action,Col
"Talebi, Mohammad-Ali",1999,Willow and Wind/Beed-o baad,Iran-Japan,77,Drama,Col
"Tam, Patrick",1982,Nomad,Hong Kong,96,Drama-Romance-Thriller,Col
"Tamahori, Lee",1994,Once Were Warriors,New Zealand,103,Drama,Col
"Tamahori, Lee",2002,Die Another Day,UK-US,132,Action-Adventure-Thriller,Col
"Tanaka, Kinuyo",1955,"Eternal Breasts, The",Japan,---,---,BW
"Tanaka, Noboru",1974,Maruhi - Shikijo mesu ichiba,Japan,83,---,Col
"Taniguchi, Senkichi & Woody Allen",1966,"What's Up, Tiger Lily?",US,80,Comedy-Crime-Adventure,Col
"Tanner, Alain",1969,"Charles, Dead or Alive",Switzerland,93,Drama,BW
"Tanner, Alain",1971,"Salamandre, La",Switzerland,125,Drama-Comedy,BW
"Tanner, Alain",1976,Jonah Who Will Be 25 in the Year 2000,Switzerland,115,Drama-Comedy,Col
"Tanner, Alain",1978,Messidor,France-Switzerland,123,Drama,Col
"Tanner, Alain",1981,Light Years Away,France-Switzerland,105,Drama,Col
"Tanner, Alain",1983,In the White City,Portugal-Switzerland,108,Drama,Col
"Tanner, Alain",1987,"flamme dans mon coeur, Une/A Flame in My Heart",France-Switzerland,106,Drama-Comedy,BW
"Tanner, Alain",1989,"Femme de Rose Hill, La",Switzerland-France,95,Drama,Col
"Tanner, Alain",1991,"Man Who Lost His Shadow, The",Spain-Switzerland-France,102,Drama,Col
"Tanovic, Danis",2001,No Man's Land,France-Italy-Belgium-UK-Slovenia-Switzerland,97,War-Drama,Col
Tao Qin,1957,Our Sister Hedy,Hong Kong,113,Drama,BW
"Tapiovaara, Nyrki",1937,Juha ,Finland,101,Drama,BW
"Tapiovaara, Nyrki",1938,Stolen Death,Finland,101,Thriller,BW
"Tarafder, Rajen",1959,Ganga,India,105,Drama,BW
"Tarantino, Quentin",1991,Reservoir Dogs,US,99,Drama-Crime-Thriller,Col
"Tarantino, Quentin",1994,Pulp Fiction,US,154,Drama-Crime-Comedy,Col
"Tarantino, Quentin",1997,Jackie Brown,US,151,Drama-Crime-Comedy,Col
"Tarantino, Quentin",2003,Kill Bill Vol. 1,US,111,Crime-Action,Col-BW
"Tarantino, Quentin",2004,Kill Bill Vol. 2,US-China,136,Thriller-Drama-Action,Col-BW
"Tarantino, Quentin",2007,Death Proof,US,104,Crime,Col-BW
"Tarantino, Quentin",2009,Inglourious Basterds,US-Germany,153,Action-Drama-War,Col
"Tarantino, Quentin & Robert Rodriguez",2007,Grindhouse,US,191,Action-Horror-Science Fiction,Col
"Tarkovsky, Andrei",1962,Ivan's Childhood,USSR,94,War-Drama,BW
"Tarkovsky, Andrei",1966,Andrei Rublev,USSR,185,Historical-Biography,Col-BW
"Tarkovsky, Andrei",1972,Solaris ,USSR,165,Science Fiction-Drama-Mystery,Col-BW
"Tarkovsky, Andrei",1976,"Mirror, The",USSR,106,Drama,Col
"Tarkovsky, Andrei",1979,Stalker,USSR,160,Science Fiction-Mystery,Col-BW
"Tarkovsky, Andrei",1983,Nostalghia,Italy,120,Drama,Col
"Tarkovsky, Andrei",1986,"Sacrifice, The",France-Sweden,145,Drama,Col
"Tarr, Béla",1984,Almanac of Fall,Hungary,119,Drama,Col
"Tarr, Béla",1988,Damnation,Hungary,119,---,BW
"Tarr, Béla",1994,Sátántangó,Hungary-Germany-Switzerland,450,Drama,BW
"Tarr, Béla",2000,Werckmeister Harmonies,Hungary-Germany-France-Switzerland-Italy,145,Drama,BW
"Tashlin, Frank",1952,Son of Paleface,US,95,Western-Comedy,Col
"Tashlin, Frank",1955,Artists and Models,US,109,Musical-Comedy,Col
"Tashlin, Frank",1956,"Girl Can't Help It, The",US,99,Musical-Comedy,Col
"Tashlin, Frank",1956,Hollywood or Bust,US,95,Comedy,Col
"Tashlin, Frank",1957,Will Success Spoil Rock Hunter?,US,94,Comedy,Col
"Tashlin, Frank",1958,Rock-a-Bye Baby,US,103,Comedy,Col
"Tashlin, Frank",1963,Who's Minding the Store?,US,90,Comedy,Col
"Tashlin, Frank",1964,"Disorderly Orderly, The",US,90,Romance-Comedy,Col
"Tass, Nadia",1986,Malcolm,Australia,86,Comedy-Crime,Col
"Tass, Nadia",1990,"Big Steal, The ",Australia,100,Comedy,Col
"Tass, Nadia",1998,Amy,Australia,104,Comedy-Drama-Musical,Col
"Tati, Jacques",1947,"École des facteurs, L'/School for Postmen",France,18,Short-Comedy,BW
"Tati, Jacques",1948,Jour de Féte,France,70,Comedy,BW
"Tati, Jacques",1953,Mr. Hulot's Holiday,France,86,Comedy,BW
"Tati, Jacques",1958,Mon oncle,France,126,Comedy,Col
"Tati, Jacques",1967,Playtime,France,108,Comedy,Col
"Tati, Jacques",1971,Traffic ,France,96,Comedy,Col
"Tati, Jacques",1974,Parade,France-Sweden,85,Comedy,Col
"Tatos, Alexandru",1982,Secvente,Romania,98,Drama,Col
"Tatsuno, Dave",1945,Topaz,US,48,Documentary-Historical,Col
"Taurog, Norman",1938,Boys Town,US,96,Drama,BW
"Taurog, Norman",1940,Broadway Melody of 1940,US,102,Musical-Dance,BW
"Taurog, Norman",1953,"Caddy, The",US,95,Comedy,BW
"Taurog, Norman",1956,Pardners,US,90,Western-Musical-Comedy,Col
"Taurog, Norman",1968,"Live a Little, Love a Little",US,90,Musical-Comedy,Col
"Tavernier, Bertrand",1973,"Clockmaker, The/L'Horloger de Saint-Paul",France,105,Drama-Crime,Col
"Tavernier, Bertrand",1975,"Judge and the Assassin, The",France,130,Drama-Crime,Col
"Tavernier, Bertrand",1980,"Week's Vacation, A",France,102,Drama,Col
"Tavernier, Bertrand",1981,Coup de torchon,France,128,Crime-Comedy-Drama,Col
"Tavernier, Bertrand",1984,"Sunday in the Country, A",France,94,Drama,Col
"Tavernier, Bertrand",1986,Round Midnight,France-US,131,Drama-Musical,Col
"Tavernier, Bertrand",1990,Life and Nothing But,France,135,Drama,Col
"Tavernier, Bertrand",1992,"Guerre sans nom, La",France,240,Documentary,Col
"Tavernier, Bertrand",1995,"Bait, The/Fresh Bait/L'Appat",France,116,Thriller-Drama-Crime,Col
"Tavernier, Bertrand",1996,Capitaine Conan,France,129,War-Drama,Col
"Tavernier, Bertrand",2001,Safe Conduct/Laissez-passer,France-Germany-Spain,170,War-Drama-Biography,Col
"Tavernier, Bertrand",2004,Holy Lola,France,128,Drama,Col
"Tavernier, Bertrand",2010,"Princess of Montpensier, The",France-Germany,140,Action-Drama-Historical,Col
"Taviani, Paolo & Vittorio Taviani",1972,San Michele aveva un gallo,Italy,90,Drama,Col
"Taviani, Paolo & Vittorio Taviani",1973,Allonsanfan,Italy,115,Drama,Col
"Taviani, Paolo & Vittorio Taviani",1977,Padre padrone,Italy,114,Drama,Col
"Taviani, Paolo & Vittorio Taviani",1982,"Night of the Shooting Stars, The",Italy,106,War-Drama-Fantasy,Col
"Taviani, Paolo & Vittorio Taviani",1984,Kaos,Italy,187,Drama-Comedy,Col
"Taviani, Paolo & Vittorio Taviani",1987,"Good Morning, Babylon",France-Italy-US,117,Historical-Drama,Col
"Taylor, Alan",1995,Palookaville,US,92,Comedy,Col
"Taylor, Don",1969,"Five Man Army, The",US,107,Western,Col
"Taylor, Sam",1927,My Best Girl,US,80,Romance-Comedy,BW
"Taylor-Wood, Sam",2009,Nowhere Boy,UK,86,Biography-Drama-Musical,Col
"Taymor, Julie",1999,Titus,US-UK,162,---,Col
"Taymor, Julie",2002,Frida ,US,118,Drama,Col
"Tazieff, Haroun",1958,"Rendez-vous du diable, Les",France,80,Documentary,Col
"Tchernia, Pierre",1979,"Gueule de l'autre, La",France,100,Comedy,Col
"Teague, Lewis",1979,"Lady in Red, The",US,93,Crime-Action-Drama,Col
"Teague, Lewis",1980,Alligator,US,94,Science Fiction,Col
"Teague, Lewis",1983,Cujo,US,91,Thriller-Horror,Col
"Téchiné, André",1991,I Don't Kiss,France,116,Drama,Col
"Téchiné, André",1993,My Favorite Season/Ma Saison Preferee,France,120,Drama,Col
"Téchiné, André",1993,Wild Reeds/Les Roseaux Sauvages,France,110,Drama,Col
"Téchiné, André",1996,"Voleurs, Les/Thieves",France,117,Romance-Crime-Drama,Col
"Téchiné, André",2006,"Witnesses, The",France-Spain,114,Drama,Col
"Temple, Julien",1980,"Great Rock 'n Roll Swindle, The",UK,103,Documentary-Musical,Col
"Temple, Julien",1986,Absolute Beginners,UK,107,Musical,Col
"Temple, Julien",1999,"Filth and the Fury, The",UK-US,107,Documentary-Musical,Col
"Temple, Julien",2006,Joe Strummer: The Future is Unwritten,UK-Ireland,125,Documentary,Col
"Tenney, Del",1964,"Horror of Party Beach, The",US,72,Science Fiction-Horror,BW
"Teplitzky, Jonathan",2000,Better Than Sex,Australia-France,95,Romance-Comedy,Col
"Terayama, Shuji",1974,Pastoral: To Die in the Country,Japan,104,Drama,Col
"Teshigahara, Hiroshi",1964,Woman in the Dunes,Japan,127,Drama,BW
"Tessari, Duccio",1965,"Return of Ringo, The",Italy-Spain,95,Action-Drama-Western,Col
"Tessari, Duccio",1966,"Pistol for Ringo, A",Italy,97,Western,Col
"Tetsuya, Nakashima",2004,Kamikaze Girls,Japan,103,---,Col
"Tetsuya, Nakashima",2010,Confessions,Japan,106,---,Col
"Tetzlaff, Ted",1949,"Window, The",US,73,Thriller-Drama,BW
"Tetzlaff, Ted",1955,Son of Sinbad,US,88,Fantasy-Action-Adventure,Col
"Tezuka, Osamu",1984,Jumping,Canada,7,Short-Animated,Col
"Thiele, Rolf",1958,Rosemary,Germany,99,Mystery-Biography,BW
"Thiele, Wilhelm",1930,"Chemin du paradis, Le",Germany,99,Comedy-Musical-Romance,BW
"Thihirun, Attaporn",1999,Khon jorn,Thailand,---,---,Col
"Thomas, Betty",1995,"Brady Bunch Movie, The",US,90,Comedy,Col
"Thomas, Betty",1997,Private Parts ,US,109,Comedy-Biography,Col
"Thomas, Dave & Rick Moranis",1983,Strange Brew,US,90,Comedy,Col
"Thomas, David C.",2002,MC5: A True Testimonial,US,120,Documentary,Col
"Thomas, Gerald",1959,Carry on Teacher,UK,86,Comedy,BW
"Thomas, Gerald",1965,Carry On Cleo,UK,92,Comedy,Col
"Thomas, Gerald",1966,Carry on Screaming!,UK,97,Comedy-Horror,Col
"Thomas, Gerald",1968,Carry on Up the Khyber,UK,88,Comedy-Adventure,Col
"Thomas, Gerald",1972,Carry On Abroad,UK,88,Comedy,Col
"Thomas, Gerald",1972,Carry On Camping,UK,89,Comedy,Col
"Thomas, Ralph L.",1981,Ticket to Heaven,Canada,107,Drama,Col
"Thome, Rudolf",1972,Fremde Stadt,West Germany,106,---,BW
"Thome, Rudolf",1980,Berlin Chamissoplatz,West Germany,112,---,Col
"Thompson, Daniele",1999,"Buche, La",France,106,Drama-Comedy,Col
"Thompson, David",2006,Silent Britain ,UK,90,Documentary,Col
"Thompson, J. Lee",1958,Ice Cold in Alex/Desert Attack,UK,124,War-Drama-Adventure,BW
"Thompson, J. Lee",1959,Tiger Bay,UK,105,Crime,BW
"Thompson, J. Lee",1961,Cape Fear ,US,105,Thriller-Crime,BW
"Thompson, J. Lee",1961,"Guns of Navarone, The",US,157,War-Adventure,Col
"Thornhill, Michael",1977,"F.J. Holden, The",Australia,101,Drama,Col
"Thornton, Billy Bob",1995,Sling Blade,US,135,Drama-Crime,Col
"Thornton, Leslie",1983,Adynata,US,30,Short,Col-BW
"Thorpe, Jerry",1967,Venetian Affair,US,92,Spy,Col
"Thorpe, Richard",1936,Tarzan Escapes,US,95,Adventure,BW
"Thorpe, Richard",1939,Tarzan Finds a Son!,US,90,Adventure-Action,BW
"Thorpe, Richard",1941,Tarzan's Secret Treasure,US,81,Adventure,BW
"Thorpe, Richard",1942,Tarzan's New York Adventure,US,72,Adventure-Action,BW
"Thorpe, Richard",1952,Ivanhoe,US,106,Romance-Adventure,Col
"Thorpe, Richard",1952,"Prisoner of Zenda, The ",US,101,Romance-Adventure,Col
"Thorpe, Richard",1953,All the Brothers Were Valiant,US,101,Adventure-Drama-Romance,Col
"Thorpe, Richard",1954,"Student Prince, The",US,107,Musical,Col
"Thorpe, Richard",1957,Jailhouse Rock,US,96,Musical-Drama-Crime,BW
"Thraves, Jamie",2000,"Low Down, The",UK,95,---,Col
"Thurber, Rawson Marshall",2004,Dodgeball: A True Underdog Story,US-Germany,92,---,Col
Tian Zhuangzhuang,1984,Lie chang zha sha,China,---,Drama,Col
Tian Zhuangzhuang,1986,"Horse Thief, The",China,88,Drama,Col
Tian Zhuangzhuang,1992,"Blue Kite, The",Hong Kong-China,138,Historical-Drama,Col
Tian Zhuangzhuang,2002,Springtime in a Small Town,China-Hong Kong-France,116,Romance-Drama,Col
Tian Zhuangzhuang,2004,Delamu,China-Japan,110,Documentary,Col
"Till, Eric",1972,"Fan's Notes, A",Canada,100,Comedy,Col
"Tilton, Roger",1954,Jazz Dance,US,22,Documentary-Short-Musical,BW
"Timoner, Ondi",2004,DiG!,US,115,Documentary,Col
"Title, Stacy",1995,"Last Supper, The",US,94,Comedy,Col
"Tlatli, Moufida",1994,"Silences of the Palace, The/Saimt el Qusur",France-Tunisia,127,Drama,Col
"To, Johnnie",1992,"Heroic Trio, The/Dongfang San Xia",Hong Kong,82,Action-Fantasy,Col
"To, Johnnie",1999,"Mission, The ",Hong Kong,81,Crime-Mystery-Drama,Col
"To, Johnnie",1999,Running Out of Time,Hong Kong,93,Action-Drama-Crime,Col
"To, Johnnie",2003,PTU,Hong Kong,87,Crime-Drama,Col
"To, Johnnie & Wai Ka-Fai",2001,Love on a Diet,Hong Kong-Japan,94,Comedy-Romance,Col
"To, Johnnie & Wai Ka-Fai",2003,Running on Karma,Hong Kong-China,---,Action-Drama-Thriller,Col
"Toback, James",1978,Fingers,US,91,Drama,Col
"Toback, James",1990,"Big Bang, The",US,81,Documentary,Col
"Tobolowsky, Stephen",1988,Two Idiots in Hollywood,US,85,Musical-Comedy,---
Toe Yuen,2001,My Life as McDull,Hong Kong,75,Animated-Drama-Comedy,Col
"Tognazzi, Ricky",1993,"Scorta, La",Italy,92,Thriller-Crime,Col
"Tolkin, Michael",1991,"Rapture, The",US,102,Drama,Col
"Tom, Pamela",1990,Two Lies,US,25,Short,BW
"Tonacci, Andrea",1971,Bang Bang,Brazil,85,Comedy,BW
"Tonacci, Andrea",2006,Serras da desordem,Brazil,135,Documentary,---
Tong Shu Shuen,1970,"Arch, The",Hong Kong,94,Drama,Col
Tong Shu Shuen,1974,China Behind,Hong Kong,93,---,Col
"Tong, Stanley",1992,Police Story III: Supercop,Hong Kong,96,Comedy-Action,Col
"Tong, Stanley",1996,Rumble in the Bronx,Hong Kong,105,Crime-Action,Col
"Torabi, Hussein",1980,For Freedom/For Liberty,Iran,110,Docudrama,Col
"Tornatore, Giuseppe",1988,Cinema Paradiso,Italy-France,123,Drama-Comedy,Col
"Tornatore, Giuseppe",1990,Everybody's Fine,Italy-France,112,Drama,Col
"Tornatore, Giuseppe",1994,"Starmaker, The/L'uomo delle stelle",Italy,106,Drama-Comedy,Col
"Tornatore, Giuseppe",1999,"Legend of 1900, The",Italy,170,Drama-Fantasy-Musical,Col
"Tornes, Stavros",1984,Karkalou,Greece,85,Drama,Col
"Toscano, Carmen & Salvador Toscano",1950,Memorias de un Mexicano,Mexico,---,Documentary,---
"Tougas, Kirk",1973,"Politics of Perception, The",Canada,33,---,---
"Tourneur, Jacques",1942,Cat People ,US,73,Thriller-Horror-Mystery,BW
"Tourneur, Jacques",1943,I Walked with a Zombie,US,69,Horror-Drama-Romance,BW
"Tourneur, Jacques",1943,"Leopard Man, The",US,66,Thriller-Drama-Horror,BW
"Tourneur, Jacques",1944,Days of Glory,US,86,War-Romance-Drama,BW
"Tourneur, Jacques",1944,Experiment Perilous,US,91,Romance-Thriller,BW
"Tourneur, Jacques",1946,Canyon Passage,US,92,Western,Col
"Tourneur, Jacques",1947,Out of the Past,US,97,Thriller-Mystery-Crime,BW
"Tourneur, Jacques",1948,Berlin Express,US,86,Thriller-Drama,BW
"Tourneur, Jacques",1950,"Flame and the Arrow, The",US,88,Adventure,Col
"Tourneur, Jacques",1950,Stars in My Crown,US,89,Drama,BW
"Tourneur, Jacques",1951,Anne of the Indies,US,81,Adventure-Action-Drama,Col
"Tourneur, Jacques",1952,Way of a Gaucho,US,91,Western-Action-Adventure,Col
"Tourneur, Jacques",1955,Stranger on Horseback,US,66,Western,Col
"Tourneur, Jacques",1955,Wichita,US,81,Western-Action-Romance,Col
"Tourneur, Jacques",1956,Great Day in the Morning,US,92,Western,Col
"Tourneur, Jacques",1956,Nightfall,US,78,Crime-Drama,BW
"Tourneur, Jacques",1957,Night of the Demon,UK,82,Horror,BW
"Tourneur, Maurice",1914,"Wishing Ring, The",US,54,Drama-Comedy,BW
"Tourneur, Maurice",1917,"Poor Little Rich Girl, The",US,65,Drama-Comedy,BW
"Tourneur, Maurice",1918,"Blue Bird, The",US,75,Fantasy,BW
"Tourneur, Maurice",1936,Avec le sourire,France,98,---,BW
"Tourneur, Maurice",1938,Katia,France,89,---,BW
"Tourneur, Maurice",1941,Volpone,France,94,Comedy,BW
"Tourneur, Maurice & Clarence Brown",1920,"Last of the Mohicans, The ",US,75,Historical-Drama-Adventure,BW
"Towne, Robert",1982,Personal Best,US,124,Sports-Drama,Col
"Towne, Robert",1998,Without Limits,US,118,Biography-Drama-Sports,Col
"Townsend, Bud",1972,Terror House,US,98,Horror-Comedy,Col
"Townsend, Robert",1987,Hollywood Shuffle,US,82,Comedy,Col
"Toyoda, Shiro",1960,East of River Sumida/Bokuto Kidan,Japan,150,---,---
Tran Anh Hung,1993,"Scent of Green Papaya, The",France,104,Drama,Col
Tran Anh Hung,1995,Cyclo/Xich Lo,France-Vietnam,129,Drama-Crime,Col
Tran Anh Hung,2000,"Vertical Ray of the Sun, The",France-Germany-Vietnam,112,Drama,Col
"Trapero, Pablo",1999,Crane World,Argentina,90,Comedy-Drama,Col-BW
"Trauberg, Ilya",1929,"Blue Express, The/Le Train Mongol",USSR,62,Drama,BW
"Travis, Pete",2004,Omagh ,Ireland-UK,106,Drama,Col
